cohort,seed,mode,iteration,objective_value,best_objective,students_served,temperature
600,456,Mode A,30.0,5788783.03,5788783.03,593.0,545.484319
600,456,Mode A,40.0,5788806.54,5788806.54,593.0,445.700404
600,456,Mode A,50.0,5838783.95,5838783.95,598.0,364.16968
600,456,Mode A,60.0,5838783.95,5838783.95,598.0,297.553143
600,456,Mode A,70.0,5838795.39,5838795.39,598.0,243.122581
600,456,Mode A,80.0,5838835.97,5838835.97,598.0,198.64885
600,456,Mode A,90.0,5838857.39,5838857.39,598.0,162.310574
600,456,Mode A,100.0,5838893.99,5838893.99,598.0,132.619556
600,456,Mode A,110.0,5838893.99,5838893.99,598.0,108.359833
600,456,Mode A,120.0,5838893.99,5838893.99,598.0,88.537873
600,456,Mode A,130.0,5838893.99,5838893.99,598.0,72.341888
600,456,Mode A,140.0,5838907.13,5838907.13,598.0,59.10859
600,456,Mode A,150.0,5838907.13,5838907.13,598.0,48.296021
600,456,Mode A,160.0,5838907.13,5838907.13,598.0,39.461366
600,456,Mode A,170.0,5838907.13,5838907.13,598.0,32.242809
600,456,Mode A,180.0,5838907.13,5838907.13,598.0,26.344722
600,456,Mode A,190.0,5838907.13,5838907.13,598.0,21.525556
600,456,Mode A,200.0,5838907.13,5838907.13,598.0,17.587947
600,456,Mode A,210.0,5838907.13,5838907.13,598.0,14.370633
600,456,Mode A,220.0,5838907.13,5838907.13,598.0,11.741853
600,456,Mode A,230.0,5838907.13,5838907.13,598.0,9.593949
600,456,Mode B,10.0,4804038.43,4804038.43,494.0,817.072807
600,456,Mode B,20.0,5659015.1,5659015.1,580.0,667.607972
600,456,Mode B,30.0,5729092.58,5729092.58,587.0,545.484319
600,456,Mode B,40.0,5729192.11,5729192.11,587.0,445.700404
600,456,Mode B,50.0,5729215.42,5729215.42,587.0,364.16968
600,456,Mode B,60.0,5734209.66,5734209.66,587.0,297.553143
600,456,Mode B,70.0,5734209.66,5734209.66,587.0,243.122581
600,456,Mode B,80.0,5734209.66,5734209.66,587.0,198.64885
600,456,Mode B,90.0,5734221.87,5734221.87,587.0,162.310574
600,456,Mode B,100.0,5734221.87,5734221.87,587.0,132.619556
600,456,Mode B,110.0,5734221.87,5734221.87,587.0,108.359833
600,456,Mode B,120.0,5734233.67,5734233.67,587.0,88.537873
600,456,Mode B,130.0,5734233.67,5734233.67,587.0,72.341888
600,456,Mode B,140.0,5734233.67,5734233.67,587.0,59.10859
600,456,Mode B,150.0,5734233.67,5734233.67,587.0,48.296021
600,456,Mode B,160.0,5734233.67,5734233.67,587.0,39.461366
600,456,Mode B,170.0,5734233.67,5734233.67,587.0,32.242809
600,456,Mode B,180.0,5734233.67,5734233.67,587.0,26.344722
600,456,Mode B,190.0,5734233.67,5734233.67,587.0,21.525556
600,456,Mode B,200.0,5734233.67,5734233.67,587.0,17.587947
600,456,Mode B,210.0,5734233.67,5734233.67,587.0,14.370633
600,456,Mode C,10.0,2594058.85,2594058.85,270.0,817.072807
600,456,Mode C,20.0,3539014.82,3539014.82,365.0,667.607972
600,456,Mode C,30.0,4158853.4,4158853.4,427.0,545.484319
600,456,Mode C,40.0,5218618.07,5218618.07,536.0,445.700404
600,456,Mode C,50.0,5458599.35,5458599.35,560.0,364.16968
600,456,Mode C,60.0,5678553.39,5678553.39,582.0,297.553143
600,456,Mode C,70.0,5808544.77,5808544.77,595.0,243.122581
600,456,Mode C,80.0,5848564.47,5848564.47,599.0,198.64885
600,456,Mode C,90.0,5848564.47,5848564.47,599.0,162.310574
600,456,Mode C,100.0,5848574.57,5848574.57,599.0,132.619556
600,456,Mode C,110.0,5848574.57,5848574.57,599.0,108.359833
600,456,Mode C,120.0,5848599.63,5848599.63,599.0,88.537873
600,456,Mode C,130.0,5848599.63,5848599.63,599.0,72.341888
600,456,Mode C,140.0,5848599.63,5848599.63,599.0,59.10859
600,456,Mode C,150.0,5848599.63,5848599.63,599.0,48.296021
600,456,Mode C,160.0,5848609.69,5848609.69,599.0,39.461366
600,456,Mode C,170.0,5848609.69,5848609.69,599.0,32.242809
600,456,Mode C,180.0,5848609.69,5848609.69,599.0,26.344722
600,456,Mode C,190.0,5848609.69,5848609.69,599.0,21.525556
600,456,Mode C,200.0,5848609.69,5848609.69,599.0,17.587947
600,456,Mode C,210.0,5848609.69,5848609.69,599.0,14.370633
600,456,Mode C,220.0,5848609.69,5848609.69,599.0,11.741853
600,456,Mode C,230.0,5848609.69,5848609.69,599.0,9.593949
600,456,Mode C,240.0,5848609.69,5848609.69,599.0,7.838955
600,456,Mode C,250.0,5848609.69,5848609.69,599.0,6.404997
600,456,Mode C,260.0,5848637.99,5848637.99,599.0,5.233349
600,456,Mode C,270.0,5848663.76,5848663.76,599.0,4.276027
600,456,Mode C,280.0,5848674.7,5848674.7,599.0,3.493825
600,456,Mode C,290.0,5848674.7,5848674.7,599.0,2.85471
600,456,Mode C,300.0,5848674.7,5848674.7,599.0,2.332506
600,456,Mode C,310.0,5848686.26,5848686.26,599.0,1.905827
600,456,Mode C,320.0,5848686.26,5848686.26,599.0,1.557199
600,456,Mode C,330.0,5848686.26,5848686.26,599.0,1.272345
600,456,Mode C,340.0,5848696.27,5848696.27,599.0,1.039599
600,456,Mode C,350.0,5848696.27,5848696.27,599.0,0.849428
