cohort,seed,mode,iteration,objective_value,best_objective,students_served,temperature
200,2000,Mode B,50.0,1889687.18,1889687.18,194.0,364.16968
200,2000,Mode B,60.0,1889687.18,1889687.18,194.0,297.553143
200,2000,Mode B,70.0,1889687.18,1889687.18,194.0,243.122581
200,2000,Mode B,80.0,1889687.18,1889687.18,194.0,198.64885
200,2000,Mode B,90.0,1889687.18,1889687.18,194.0,162.310574
200,2000,Mode B,100.0,1889687.18,1889687.18,194.0,132.619556
200,2000,Mode B,110.0,1889687.18,1889687.18,194.0,108.359833
200,2000,Mode C,10.0,1604483.75,1604483.75,166.0,817.072807
200,2000,Mode C,20.0,1634477.02,1634477.02,169.0,667.607972
200,2000,Mode C,30.0,1684489.06,1684489.06,174.0,545.484319
200,2000,Mode C,40.0,1754450.17,1754450.17,181.0,445.700404
200,2000,Mode C,50.0,1774473.0,1774473.0,183.0,364.16968
200,2000,Mode C,60.0,1824452.46,1824452.46,188.0,297.553143
200,2000,Mode C,70.0,1854448.57,1854448.57,191.0,243.122581
200,2000,Mode C,80.0,1884450.16,1884450.16,194.0,198.64885
200,2000,Mode C,90.0,1894450.97,1894450.97,195.0,162.310574
200,2000,Mode C,100.0,1914434.92,1914434.92,197.0,132.619556
200,2000,Mode C,110.0,1914449.78,1914449.78,197.0,108.359833
200,2000,Mode C,120.0,1924436.81,1924436.81,198.0,88.537873
200,2000,Mode C,130.0,1934439.39,1934439.39,199.0,72.341888
200,2000,Mode C,140.0,1934439.39,1934439.39,199.0,59.10859
200,2000,Mode C,150.0,1934439.39,1934439.39,199.0,48.296021
200,2000,Mode C,160.0,1934439.39,1934439.39,199.0,39.461366
200,2000,Mode C,170.0,1934439.39,1934439.39,199.0,32.242809
200,42,Mode A,10.0,1734529.47,1734529.47,179.0,817.072807
200,42,Mode A,20.0,1824531.61,1824531.61,188.0,667.607972
200,42,Mode A,30.0,1864521.64,1864521.64,192.0,545.484319
200,42,Mode A,40.0,1864521.64,1864521.64,192.0,445.700404
200,42,Mode A,50.0,1934508.36,1934508.36,199.0,364.16968
200,42,Mode A,60.0,1944509.63,1944509.63,200.0,297.553143
200,42,Mode A,70.0,1944520.07,1944520.07,200.0,243.122581
200,42,Mode A,80.0,1944520.07,1944520.07,200.0,198.64885
200,42,Mode A,90.0,1944530.95,1944530.95,200.0,162.310574
200,42,Mode A,100.0,1944541.7,1944541.7,200.0,132.619556
200,42,Mode B,10.0,1709629.87,1709629.87,176.0,817.072807
200,42,Mode B,20.0,1739627.23,1739627.23,179.0,667.607972
200,42,Mode B,30.0,1819633.06,1819633.06,187.0,545.484319
200,42,Mode B,40.0,1899687.34,1899687.34,195.0,445.700404
200,42,Mode B,50.0,1899687.34,1899687.34,195.0,364.16968
200,42,Mode B,60.0,1899687.34,1899687.34,195.0,297.553143
200,42,Mode B,70.0,1899687.34,1899687.34,195.0,243.122581
200,42,Mode B,80.0,1899700.17,1899700.17,195.0,198.64885
200,42,Mode C,10.0,1714451.14,1714451.14,177.0,817.072807
200,42,Mode C,20.0,1844435.53,1844435.53,190.0,667.607972
200,42,Mode C,30.0,1864415.68,1864415.68,192.0,545.484319
200,42,Mode C,40.0,1874421.51,1874421.51,193.0,445.700404
200,42,Mode C,50.0,1874421.51,1874421.51,193.0,364.16968
200,42,Mode C,60.0,1884417.99,1884417.99,194.0,297.553143
200,42,Mode C,70.0,1884417.99,1884417.99,194.0,243.122581
200,42,Mode C,80.0,1884417.99,1884417.99,194.0,198.64885
200,42,Mode C,90.0,1894405.64,1894405.64,195.0,162.310574
200,42,Mode C,100.0,1894405.64,1894405.64,195.0,132.619556
200,42,Mode C,110.0,1894405.64,1894405.64,195.0,108.359833
200,42,Mode C,120.0,1894405.64,1894405.64,195.0,88.537873
200,42,Mode C,130.0,1904402.93,1904402.93,196.0,72.341888
200,42,Mode C,140.0,1904402.93,1904402.93,196.0,59.10859
200,42,Mode C,150.0,1914404.3,1914404.3,197.0,48.296021
200,42,Mode C,160.0,1914404.3,1914404.3,197.0,39.461366
200,42,Mode C,170.0,1914404.3,1914404.3,197.0,32.242809
200,42,Mode C,180.0,1914404.3,1914404.3,197.0,26.344722
200,42,Mode C,190.0,1914404.3,1914404.3,197.0,21.525556
200,42,Mode C,200.0,1924393.2,1924393.2,198.0,17.587947
200,456,Mode A,10.0,1604541.64,1604541.64,166.0,817.072807
200,456,Mode A,20.0,1754533.8,1754533.8,181.0,667.607972
200,456,Mode A,30.0,1864526.37,1864526.37,192.0,545.484319
200,456,Mode A,40.0,1884512.18,1884512.18,194.0,445.700404
200,456,Mode A,50.0,1894504.88,1894504.88,195.0,364.16968
200,456,Mode A,60.0,1914507.95,1914507.95,197.0,297.553143
200,456,Mode A,70.0,1914519.34,1914519.34,197.0,243.122581
200,456,Mode A,80.0,1914519.34,1914519.34,197.0,198.64885
200,456,Mode A,90.0,1914540.35,1914540.35,197.0,162.310574
200,456,Mode A,100.0,1914540.35,1914540.35,197.0,132.619556
200,456,Mode A,110.0,1914540.35,1914540.35,197.0,108.359833
200,456,Mode A,120.0,1914540.35,1914540.35,197.0,88.537873
200,456,Mode A,130.0,1914540.35,1914540.35,197.0,72.341888
200,456,Mode A,140.0,1919548.3,1919548.3,197.0,59.10859
200,456,Mode A,150.0,1919548.3,1919548.3,197.0,48.296021
200,456,Mode A,160.0,1919548.3,1919548.3,197.0,39.461366
200,456,Mode A,170.0,1919548.3,1919548.3,197.0,32.242809
200,456,Mode A,180.0,1919548.3,1919548.3,197.0,26.344722
200,456,Mode A,190.0,1919548.3,1919548.3,197.0,21.525556
200,456,Mode A,200.0,1919548.3,1919548.3,197.0,17.587947
200,456,Mode A,210.0,1919548.3,1919548.3,197.0,14.370633
200,456,Mode A,220.0,1919548.3,1919548.3,197.0,11.741853
200,456,Mode A,230.0,1919548.3,1919548.3,197.0,9.593949
200,456,Mode B,10.0,1739628.21,1739628.21,179.0,817.072807
200,456,Mode B,20.0,1849637.43,1849637.43,190.0,667.607972
200,456,Mode B,30.0,1849653.75,1849653.75,190.0,545.484319
200,456,Mode B,40.0,1849668.38,1849668.38,190.0,445.700404
200,456,Mode B,50.0,1849680.69,1849680.69,190.0,364.16968
200,456,Mode B,60.0,1849680.69,1849680.69,190.0,297.553143
200,456,Mode B,70.0,1849680.69,1849680.69,190.0,243.122581
200,456,Mode B,80.0,1854694.63,1854694.63,190.0,198.64885
200,456,Mode B,90.0,1854694.63,1854694.63,190.0,162.310574
200,456,Mode B,100.0,1854704.68,1854704.68,190.0,132.619556
200,456,Mode B,110.0,1854704.68,1854704.68,190.0,108.359833
200,456,Mode B,120.0,1854717.52,1854717.52,190.0,88.537873
200,456,Mode B,130.0,1854717.52,1854717.52,190.0,72.341888
200,456,Mode B,140.0,1854717.52,1854717.52,190.0,59.10859
200,456,Mode B,150.0,1854717.52,1854717.52,190.0,48.296021
200,456,Mode B,160.0,1854717.52,1854717.52,190.0,39.461366
200,456,Mode B,170.0,1854717.52,1854717.52,190.0,32.242809
200,456,Mode B,180.0,1854717.52,1854717.52,190.0,26.344722
200,456,Mode B,190.0,1854717.52,1854717.52,190.0,21.525556
200,456,Mode B,200.0,1854717.52,1854717.52,190.0,17.587947
200,456,Mode C,10.0,1634448.18,1634448.18,169.0,817.072807
200,456,Mode C,20.0,1734452.97,1734452.97,179.0,667.607972
200,456,Mode C,30.0,1804448.23,1804448.23,186.0,545.484319
200,456,Mode C,40.0,1844433.41,1844433.41,190.0,445.700404
200,456,Mode C,50.0,1864429.58,1864429.58,192.0,364.16968
200,456,Mode C,60.0,1894423.93,1894423.93,195.0,297.553143
200,456,Mode C,70.0,1904419.09,1904419.09,196.0,243.122581
200,456,Mode C,80.0,1914420.53,1914420.53,197.0,198.64885
200,456,Mode C,90.0,1914420.53,1914420.53,197.0,162.310574
200,456,Mode C,100.0,1914436.79,1914436.79,197.0,132.619556
200,456,Mode C,110.0,1914436.79,1914436.79,197.0,108.359833
200,456,Mode C,120.0,1924433.93,1924433.93,198.0,88.537873
200,456,Mode C,130.0,1934423.02,1934423.02,199.0,72.341888
200,456,Mode C,140.0,1934423.02,1934423.02,199.0,59.10859
200,456,Mode C,150.0,1934423.02,1934423.02,199.0,48.296021
200,456,Mode C,160.0,1934423.02,1934423.02,199.0,39.461366
200,456,Mode C,170.0,1934423.02,1934423.02,199.0,32.242809
200,456,Mode C,180.0,1934433.04,1934433.04,199.0,26.344722
200,456,Mode C,190.0,1934433.04,1934433.04,199.0,21.525556
200,456,Mode C,200.0,1934433.04,1934433.04,199.0,17.587947
200,456,Mode C,210.0,1934433.04,1934433.04,199.0,14.370633
200,456,Mode C,220.0,1934433.04,1934433.04,199.0,11.741853
200,456,Mode C,230.0,1934433.04,1934433.04,199.0,9.593949
200,456,Mode C,240.0,1934433.04,1934433.04,199.0,7.838955
200,456,Mode C,250.0,1934444.27,1934444.27,199.0,6.404997
200,456,Mode C,260.0,1934444.27,1934444.27,199.0,5.233349
200,456,Mode C,270.0,1934444.27,1934444.27,199.0,4.276027
200,456,Mode C,280.0,1934454.75,1934454.75,199.0,3.493825
200,456,Mode C,290.0,1934454.75,1934454.75,199.0,2.85471
200,456,Mode C,300.0,1934454.75,1934454.75,199.0,2.332506
200,456,Mode C,310.0,1934454.75,1934454.75,199.0,1.905827
200,456,Mode C,320.0,1934454.75,1934454.75,199.0,1.557199
200,456,Mode C,330.0,1934454.75,1934454.75,199.0,1.272345
200,456,Mode C,340.0,1934454.75,1934454.75,199.0,1.039599
200,67,Mode A,10.0,1884616.07,1884616.07,194.0,817.072807
200,67,Mode A,20.0,1924606.86,1924606.86,198.0,667.607972
200,67,Mode A,30.0,1924625.27,1924625.27,198.0,545.484319
200,67,Mode A,40.0,1924625.27,1924625.27,198.0,445.700404
200,67,Mode A,50.0,1924625.27,1924625.27,198.0,364.16968
200,67,Mode A,60.0,1924625.27,1924625.27,198.0,297.553143
200,67,Mode A,70.0,1924625.27,1924625.27,198.0,243.122581
200,67,Mode A,80.0,1924625.27,1924625.27,198.0,198.64885
200,67,Mode A,90.0,1924625.27,1924625.27,198.0,162.310574
200,67,Mode A,100.0,1924625.27,1924625.27,198.0,132.619556
200,67,Mode B,10.0,1859669.43,1859669.43,191.0,817.072807
200,67,Mode B,20.0,1929665.59,1929665.59,198.0,667.607972
200,67,Mode B,30.0,1949670.59,1949670.59,200.0,545.484319
200,67,Mode B,40.0,1949670.59,1949670.59,200.0,445.700404
200,67,Mode B,50.0,1949684.77,1949684.77,200.0,364.16968
200,67,Mode B,60.0,1949684.77,1949684.77,200.0,297.553143
200,67,Mode B,70.0,1949684.77,1949684.77,200.0,243.122581
200,67,Mode B,80.0,1949699.72,1949699.72,200.0,198.64885
200,67,Mode B,90.0,1949699.72,1949699.72,200.0,162.310574
200,67,Mode B,100.0,1949699.72,1949699.72,200.0,132.619556
200,67,Mode C,10.0,1724519.21,1724519.21,178.0,817.072807
200,67,Mode C,20.0,1844510.1,1844510.1,190.0,667.607972
200,67,Mode C,30.0,1894510.98,1894510.98,195.0,545.484319
200,67,Mode C,40.0,1894510.98,1894510.98,195.0,445.700404
200,67,Mode C,50.0,1894510.98,1894510.98,195.0,364.16968
200,67,Mode C,60.0,1894510.98,1894510.98,195.0,297.553143
200,67,Mode C,70.0,1894510.98,1894510.98,195.0,243.122581
200,67,Mode C,80.0,1924498.12,1924498.12,198.0,198.64885
200,67,Mode C,90.0,1934512.4,1934512.4,199.0,162.310574
200,67,Mode C,100.0,1944509.3,1944509.3,200.0,132.619556
200,67,Mode C,110.0,1944509.3,1944509.3,200.0,108.359833
200,67,Mode C,120.0,1944509.3,1944509.3,200.0,88.537873
200,67,Mode C,130.0,1944509.3,1944509.3,200.0,72.341888
200,67,Mode C,140.0,1944509.3,1944509.3,200.0,59.10859
200,67,Mode C,150.0,1944509.3,1944509.3,200.0,48.296021
200,67,Mode C,160.0,1944509.3,1944509.3,200.0,39.461366
200,67,Mode C,170.0,1944509.3,1944509.3,200.0,32.242809
200,67,Mode C,180.0,1944509.3,1944509.3,200.0,26.344722
200,67,Mode C,190.0,1944520.82,1944520.82,200.0,21.525556
200,67,Mode C,200.0,1944520.82,1944520.82,200.0,17.587947
200,67,Mode C,210.0,1944520.82,1944520.82,200.0,14.370633
200,67,Mode C,220.0,1944520.82,1944520.82,200.0,11.741853
200,67,Mode C,230.0,1944520.82,1944520.82,200.0,9.593949
200,67,Mode C,240.0,1944520.82,1944520.82,200.0,7.838955
400,1337,Mode A,10.0,3784165.69,3784165.69,388.0,817.072807
400,1337,Mode A,20.0,3824172.37,3824172.37,392.0,667.607972
400,1337,Mode B,10.0,3604308.0,3604308.0,370.0,817.072807
400,1337,Mode B,20.0,3704304.32,3704304.32,380.0,667.607972
400,1337,Mode C,10.0,3288967.67,3288967.67,339.0,817.072807
400,1337,Mode C,20.0,3648959.45,3648959.45,375.0,667.607972
400,1337,Mode C,30.0,3798923.15,3798923.15,390.0,545.484319
400,1337,Mode C,40.0,3828925.32,3828925.32,393.0,445.700404
400,1337,Mode C,50.0,3858925.52,3858925.52,396.0,364.16968
400,1337,Mode C,60.0,3878913.72,3878913.72,398.0,297.553143
400,1337,Mode C,70.0,3888922.27,3888922.27,399.0,243.122581
400,1337,Mode C,80.0,3888932.3,3888932.3,399.0,198.64885
400,1337,Mode C,90.0,3888932.3,3888932.3,399.0,162.310574
400,1337,Mode C,100.0,3888932.3,3888932.3,399.0,132.619556
400,2000,Mode A,10.0,3714154.87,3714154.87,381.0,817.072807
400,2000,Mode A,20.0,3744148.51,3744148.51,384.0,667.607972
400,2000,Mode A,30.0,3844155.17,3844155.17,394.0,545.484319
400,2000,Mode B,10.0,3674290.58,3674290.58,377.0,817.072807
400,2000,Mode C,10.0,2949000.31,2949000.31,305.0,817.072807
400,2000,Mode C,20.0,3378981.37,3378981.37,348.0,667.607972
400,2000,Mode C,30.0,3778978.1,3778978.1,388.0,545.484319
400,2000,Mode C,40.0,3788978.71,3788978.71,389.0,445.700404
400,2000,Mode C,50.0,3818956.89,3818956.89,392.0,364.16968
400,2000,Mode C,60.0,3848976.44,3848976.44,395.0,297.553143
400,2000,Mode C,70.0,3858978.18,3858978.18,396.0,243.122581
400,2000,Mode C,80.0,3858978.18,3858978.18,396.0,198.64885
400,2000,Mode C,90.0,3868979.72,3868979.72,397.0,162.310574
400,2000,Mode C,100.0,3878969.05,3878969.05,398.0,132.619556
400,2000,Mode C,110.0,3888970.19,3888970.19,399.0,108.359833
400,2000,Mode C,120.0,3898967.82,3898967.82,400.0,88.537873
400,2000,Mode C,130.0,3898967.82,3898967.82,400.0,72.341888
400,2000,Mode C,140.0,3898967.82,3898967.82,400.0,59.10859
400,2000,Mode C,150.0,3898967.82,3898967.82,400.0,48.296021
400,42,Mode A,10.0,3694197.22,3694197.22,379.0,817.072807
400,42,Mode A,20.0,3854226.65,3854226.65,395.0,667.607972
400,42,Mode A,30.0,3854226.65,3854226.65,395.0,545.484319
400,42,Mode B,10.0,3794407.33,3794407.33,389.0,817.072807
400,42,Mode C,10.0,2904032.72,2904032.72,300.0,817.072807
400,42,Mode C,20.0,3174039.65,3174039.65,327.0,667.607972
400,42,Mode C,30.0,3354024.91,3354024.91,345.0,545.484319
400,42,Mode C,40.0,3494012.93,3494012.93,359.0,445.700404
400,42,Mode C,50.0,3704013.54,3704013.54,380.0,364.16968
400,42,Mode C,60.0,3794006.21,3794006.21,389.0,297.553143
400,42,Mode C,70.0,3823999.62,3823999.62,392.0,243.122581
400,42,Mode C,80.0,3863995.64,3863995.64,396.0,198.64885
400,42,Mode C,90.0,3884001.0,3884001.0,398.0,162.310574
400,42,Mode C,100.0,3884001.0,3884001.0,398.0,132.619556
400,42,Mode C,110.0,3893991.83,3893991.83,399.0,108.359833
400,42,Mode C,120.0,3893991.83,3893991.83,399.0,88.537873
400,456,Mode A,10.0,3534136.22,3534136.22,363.0,817.072807
400,456,Mode A,20.0,3784167.18,3784167.18,388.0,667.607972
400,456,Mode A,30.0,3824135.52,3824135.52,392.0,545.484319
400,456,Mode A,40.0,3844138.76,3844138.76,394.0,445.700404
400,456,Mode A,50.0,3854150.24,3854150.24,395.0,364.16968
400,456,Mode A,60.0,3864145.12,3864145.12,396.0,297.553143
400,456,Mode A,70.0,3864164.69,3864164.69,396.0,243.122581
400,456,Mode A,80.0,3874154.02,3874154.02,397.0,198.64885
400,456,Mode A,90.0,3874154.02,3874154.02,397.0,162.310574
400,456,Mode A,100.0,3874154.02,3874154.02,397.0,132.619556
400,456,Mode A,110.0,3874154.02,3874154.02,397.0,108.359833
400,456,Mode A,120.0,3874182.53,3874182.53,397.0,88.537873
400,456,Mode A,130.0,3874193.26,3874193.26,397.0,72.341888
400,456,Mode A,140.0,3874193.26,3874193.26,397.0,59.10859
400,456,Mode A,150.0,3874205.8,3874205.8,397.0,48.296021
400,456,Mode A,160.0,3874205.8,3874205.8,397.0,39.461366
400,456,Mode A,170.0,3874216.35,3874216.35,397.0,32.242809
400,456,Mode A,180.0,3874216.35,3874216.35,397.0,26.344722
400,456,Mode A,190.0,3874216.35,3874216.35,397.0,21.525556
400,456,Mode A,200.0,3874216.35,3874216.35,397.0,17.587947
400,456,Mode A,210.0,3874216.35,3874216.35,397.0,14.370633
400,456,Mode A,220.0,3874216.35,3874216.35,397.0,11.741853
400,456,Mode A,230.0,3874216.35,3874216.35,397.0,9.593949
400,456,Mode A,240.0,3874216.35,3874216.35,397.0,7.838955
400,456,Mode A,250.0,3874216.35,3874216.35,397.0,6.404997
400,456,Mode A,260.0,3874216.35,3874216.35,397.0,5.233349
400,456,Mode B,10.0,3724451.55,3724451.55,382.0,817.072807
400,456,Mode B,20.0,3724475.21,3724475.21,382.0,667.607972
400,456,Mode B,30.0,3724475.21,3724475.21,382.0,545.484319
400,456,Mode B,40.0,3724475.21,3724475.21,382.0,445.700404
400,456,Mode B,50.0,3729505.23,3729505.23,382.0,364.16968
400,456,Mode B,60.0,3729505.23,3729505.23,382.0,297.553143
400,456,Mode B,70.0,3729505.23,3729505.23,382.0,243.122581
400,456,Mode B,80.0,3729519.72,3729519.72,382.0,198.64885
400,456,Mode B,90.0,3729519.72,3729519.72,382.0,162.310574
400,456,Mode B,100.0,3729519.72,3729519.72,382.0,132.619556
400,456,Mode B,110.0,3729519.72,3729519.72,382.0,108.359833
400,456,Mode B,120.0,3729519.72,3729519.72,382.0,88.537873
400,456,Mode B,130.0,3729519.72,3729519.72,382.0,72.341888
400,456,Mode B,140.0,3729519.72,3729519.72,382.0,59.10859
400,456,Mode C,10.0,2754026.19,2754026.19,285.0,817.072807
400,456,Mode C,20.0,2944010.77,2944010.77,304.0,667.607972
400,456,Mode C,30.0,3163993.74,3163993.74,326.0,545.484319
400,456,Mode C,40.0,3623992.45,3623992.45,372.0,445.700404
400,456,Mode C,50.0,3703963.48,3703963.48,380.0,364.16968
400,456,Mode C,60.0,3743966.15,3743966.15,384.0,297.553143
400,456,Mode C,70.0,3763968.93,3763968.93,386.0,243.122581
400,456,Mode C,80.0,3773965.81,3773965.81,387.0,198.64885
400,456,Mode C,90.0,3813959.54,3813959.54,391.0,162.310574
400,456,Mode C,100.0,3823964.01,3823964.01,392.0,132.619556
400,456,Mode C,110.0,3843980.75,3843980.75,394.0,108.359833
400,456,Mode C,120.0,3863972.71,3863972.71,396.0,88.537873
400,456,Mode C,130.0,3873971.23,3873971.23,397.0,72.341888
400,456,Mode C,140.0,3873971.23,3873971.23,397.0,59.10859
400,456,Mode C,150.0,3873971.23,3873971.23,397.0,48.296021
400,456,Mode C,160.0,3873971.23,3873971.23,397.0,39.461366
400,456,Mode C,170.0,3883984.48,3883984.48,398.0,32.242809
400,456,Mode C,180.0,3883984.48,3883984.48,398.0,26.344722
400,456,Mode C,190.0,3883995.09,3883995.09,398.0,21.525556
400,456,Mode C,200.0,3893986.39,3893986.39,399.0,17.587947
400,456,Mode C,210.0,3893986.39,3893986.39,399.0,14.370633
400,456,Mode C,220.0,3893986.39,3893986.39,399.0,11.741853
400,456,Mode C,230.0,3893986.39,3893986.39,399.0,9.593949
400,456,Mode C,240.0,3893986.39,3893986.39,399.0,7.838955
400,456,Mode C,250.0,3893986.39,3893986.39,399.0,6.404997
400,456,Mode C,260.0,3893986.39,3893986.39,399.0,5.233349
400,456,Mode C,270.0,3893986.39,3893986.39,399.0,4.276027
400,456,Mode C,280.0,3893986.39,3893986.39,399.0,3.493825
400,456,Mode C,290.0,3893986.39,3893986.39,399.0,2.85471
400,67,Mode A,10.0,3409179.31,3409179.31,351.0,817.072807
400,67,Mode A,20.0,3679184.66,3679184.66,378.0,667.607972
400,67,Mode A,30.0,3819181.52,3819181.52,392.0,545.484319
400,67,Mode A,40.0,3859179.95,3859179.95,396.0,445.700404
400,67,Mode A,50.0,3859220.35,3859220.35,396.0,364.16968
400,67,Mode B,10.0,3764410.93,3764410.93,386.0,817.072807
400,67,Mode C,10.0,2739084.71,2739084.71,284.0,817.072807
400,67,Mode C,20.0,2819065.16,2819065.16,292.0,667.607972
400,67,Mode C,30.0,2869057.17,2869057.17,297.0,545.484319
400,67,Mode C,40.0,3329038.05,3329038.05,343.0,445.700404
400,67,Mode C,50.0,3679004.01,3679004.01,378.0,364.16968
400,67,Mode C,60.0,3809003.66,3809003.66,391.0,297.553143
400,67,Mode C,70.0,3888983.69,3888983.69,399.0,243.122581
400,67,Mode C,80.0,3889007.77,3889007.77,399.0,198.64885
400,67,Mode C,90.0,3899001.84,3899001.84,400.0,162.310574
400,67,Mode C,100.0,3899001.84,3899001.84,400.0,132.619556
600,100_old_ithink,Mode A,10.0,4368901.51,4368901.51,451.0,817.072807
600,100_old_ithink,Mode A,20.0,5408841.52,5408841.52,555.0,667.607972
600,100_old_ithink,Mode A,30.0,5628854.78,5628854.78,577.0,545.484319
600,100_old_ithink,Mode A,40.0,5688831.01,5688831.01,583.0,445.700404
600,100_old_ithink,Mode A,50.0,5738835.64,5738835.64,588.0,364.16968
600,100_old_ithink,Mode A,60.0,5748835.2,5748835.2,589.0,297.553143
600,100_old_ithink,Mode A,70.0,5748835.2,5748835.2,589.0,243.122581
600,100_old_ithink,Mode A,80.0,5768900.69,5768900.69,591.0,198.64885
600,100_old_ithink,Mode A,90.0,5768900.69,5768900.69,591.0,162.310574
600,100_old_ithink,Mode A,100.0,5768900.69,5768900.69,591.0,132.619556
600,100_old_ithink,Mode A,110.0,5768900.69,5768900.69,591.0,108.359833
600,100_old_ithink,Mode A,120.0,5768900.69,5768900.69,591.0,88.537873
600,100_old_ithink,Mode A,130.0,5768935.29,5768935.29,591.0,72.341888
600,100_old_ithink,Mode A,140.0,5768935.29,5768935.29,591.0,59.10859
600,100_old_ithink,Mode A,150.0,5768935.29,5768935.29,591.0,48.296021
600,100_old_ithink,Mode A,160.0,5768935.29,5768935.29,591.0,39.461366
600,100_old_ithink,Mode A,170.0,5768935.29,5768935.29,591.0,32.242809
600,100_old_ithink,Mode A,180.0,5768952.6,5768952.6,591.0,26.344722
600,100_old_ithink,Mode A,190.0,5768952.6,5768952.6,591.0,21.525556
600,100_old_ithink,Mode A,200.0,5768988.37,5768988.37,591.0,17.587947
600,100_old_ithink,Mode A,210.0,5768988.37,5768988.37,591.0,14.370633
600,100_old_ithink,Mode A,220.0,5768988.37,5768988.37,591.0,11.741853
600,100_old_ithink,Mode B,10.0,4224230.5,4224230.5,434.0,817.072807
600,100_old_ithink,Mode B,20.0,5559105.53,5559105.53,570.0,667.607972
600,100_old_ithink,Mode B,30.0,5559116.46,5559116.46,570.0,545.484319
600,100_old_ithink,Mode B,40.0,5559141.17,5559141.17,570.0,445.700404
600,100_old_ithink,Mode B,50.0,5564163.83,5564163.83,570.0,364.16968
600,100_old_ithink,Mode B,60.0,5564163.83,5564163.83,570.0,297.553143
600,100_old_ithink,Mode B,70.0,5564212.52,5564212.52,570.0,243.122581
600,100_old_ithink,Mode B,80.0,5564212.52,5564212.52,570.0,198.64885
600,100_old_ithink,Mode B,90.0,5569216.42,5569216.42,570.0,162.310574
600,100_old_ithink,Mode B,100.0,5569216.42,5569216.42,570.0,132.619556
600,100_old_ithink,Mode B,110.0,5569216.42,5569216.42,570.0,108.359833
600,100_old_ithink,Mode B,120.0,5569216.42,5569216.42,570.0,88.537873
600,100_old_ithink,Mode B,130.0,5569216.42,5569216.42,570.0,72.341888
600,100_old_ithink,Mode B,140.0,5569216.42,5569216.42,570.0,59.10859
600,100_old_ithink,Mode B,150.0,5569216.42,5569216.42,570.0,48.296021
600,100_old_ithink,Mode C,10.0,2494128.69,2494128.69,260.0,817.072807
600,100_old_ithink,Mode C,20.0,3938991.65,3938991.65,405.0,667.607972
600,100_old_ithink,Mode C,30.0,5008682.28,5008682.28,515.0,545.484319
600,100_old_ithink,Mode C,40.0,5388707.01,5388707.01,553.0,445.700404
600,100_old_ithink,Mode C,50.0,5538662.56,5538662.56,568.0,364.16968
600,100_old_ithink,Mode C,60.0,5598633.57,5598633.57,574.0,297.553143
600,100_old_ithink,Mode C,70.0,5728578.18,5728578.18,587.0,243.122581
600,100_old_ithink,Mode C,80.0,5768616.16,5768616.16,591.0,198.64885
600,100_old_ithink,Mode C,90.0,5818604.63,5818604.63,596.0,162.310574
600,100_old_ithink,Mode C,100.0,5848659.03,5848659.03,599.0,132.619556
600,100_old_ithink,Mode C,110.0,5848678.19,5848678.19,599.0,108.359833
600,100_old_ithink,Mode C,120.0,5848694.82,5848694.82,599.0,88.537873
600,100_old_ithink,Mode C,130.0,5848694.82,5848694.82,599.0,72.341888
600,100_old_ithink,Mode C,140.0,5848694.82,5848694.82,599.0,59.10859
600,100_old_ithink,Mode C,150.0,5848694.82,5848694.82,599.0,48.296021
600,100_old_ithink,Mode C,160.0,5848694.82,5848694.82,599.0,39.461366
600,100_old_ithink,Mode C,170.0,5848694.82,5848694.82,599.0,32.242809
600,100_old_ithink,Mode C,180.0,5848694.82,5848694.82,599.0,26.344722
600,100_old_ithink,Mode C,190.0,5848694.82,5848694.82,599.0,21.525556
600,100_old_ithink,Mode C,200.0,5848730.13,5848730.13,599.0,17.587947
600,100_old_ithink,Mode C,210.0,5848730.13,5848730.13,599.0,14.370633
600,100_old_ithink,Mode C,220.0,5848730.13,5848730.13,599.0,11.741853
600,100_old_ithink,Mode C,230.0,5848730.13,5848730.13,599.0,9.593949
600,100_old_ithink,Mode C,240.0,5848730.13,5848730.13,599.0,7.838955
600,100_old_ithink,Mode C,250.0,5848751.78,5848751.78,599.0,6.404997
600,100_old_ithink,Mode C,260.0,5848751.78,5848751.78,599.0,5.233349
600,100_old_ithink,Mode C,270.0,5848751.78,5848751.78,599.0,4.276027
600,100_old_ithink,Mode C,280.0,5848751.78,5848751.78,599.0,3.493825
600,100_old_ithink,Mode C,290.0,5848781.55,5848781.55,599.0,2.85471
600,100_old_ithink,Mode C,300.0,5848781.55,5848781.55,599.0,2.332506
600,100_old_ithink,Mode C,310.0,5848781.55,5848781.55,599.0,1.905827
600,100_old_ithink,Mode C,320.0,5848781.55,5848781.55,599.0,1.557199
600,100_old_ithink,Mode C,330.0,5848795.43,5848795.43,599.0,1.272345
600,100_old_ithink,Mode C,340.0,5848795.43,5848795.43,599.0,1.039599
600,42,Mode C,10.0,4433746.32,4433746.32,457.0,817.072807
600,42,Mode C,20.0,5738561.75,5738561.75,588.0,667.607972
600,42,Mode C,30.0,5828606.95,5828606.95,597.0,545.484319
600,42,Mode C,40.0,5838599.12,5838599.12,598.0,445.700404
600,42,Mode C,50.0,5838599.12,5838599.12,598.0,364.16968
600,42,Mode C,60.0,5838599.12,5838599.12,598.0,297.553143
600,456,Mode A,10.0,4638780.69,4638780.69,478.0,817.072807
600,456,Mode A,20.0,5728774.6,5728774.6,587.0,667.607972
