[DEBUG] Building metrics for mode B: sol has 9 routes
[DEBUG] Calculated ride_time=56.32158271352317 for stop_idx=1, stops_count=10
[DEBUG] Calculated ride_time=53.01366197413428 for stop_idx=2, stops_count=9
[DEBUG] Calculated ride_time=50.67798626534032 for stop_idx=3, stops_count=8
[DEBUG] Calculated ride_time=45.77329604040962 for stop_idx=4, stops_count=7
[DEBUG] Calculated ride_time=40.00159201172486 for stop_idx=5, stops_count=6
[DEBUG] Calculated ride_time=27.74901699086255 for stop_idx=6, stops_count=5
[DEBUG] Calculated ride_time=20.91585015230472 for stop_idx=7, stops_count=4
[DEBUG] Calculated ride_time=20.295900968090066 for stop_idx=8, stops_count=3
[DEBUG] Calculated ride_time=18.955346643552108 for stop_idx=9, stops_count=2
[DEBUG] Calculated ride_time=54.242122165733036 for stop_idx=1, stops_count=15
[DEBUG] Calculated ride_time=51.037145017818915 for stop_idx=2, stops_count=14
[DEBUG] Calculated ride_time=49.971106937213634 for stop_idx=3, stops_count=13
[DEBUG] Calculated ride_time=47.39065424424638 for stop_idx=4, stops_count=12
[DEBUG] Calculated ride_time=44.364112654888494 for stop_idx=5, stops_count=11
[DEBUG] Calculated ride_time=41.80882395094839 for stop_idx=6, stops_count=10
[DEBUG] Calculated ride_time=37.40970114192706 for stop_idx=7, stops_count=9
[DEBUG] Calculated ride_time=30.649738635084617 for stop_idx=8, stops_count=8
[DEBUG] Calculated ride_time=26.692129451721698 for stop_idx=9, stops_count=7
[DEBUG] Calculated ride_time=17.28537282629492 for stop_idx=10, stops_count=6
[DEBUG] Calculated ride_time=15.308855869979567 for stop_idx=11, stops_count=5
[DEBUG] Calculated ride_time=9.964939654756575 for stop_idx=12, stops_count=4
[DEBUG] Calculated ride_time=8.928640833910677 for stop_idx=13, stops_count=3
[DEBUG] Calculated ride_time=4.781157915160983 for stop_idx=14, stops_count=2
[DEBUG] Calculated ride_time=59.55858675656277 for stop_idx=1, stops_count=14
[DEBUG] Calculated ride_time=55.07253380362943 for stop_idx=2, stops_count=13
[DEBUG] Calculated ride_time=53.46661377662321 for stop_idx=3, stops_count=12
[DEBUG] Calculated ride_time=52.04827984963766 for stop_idx=4, stops_count=11
[DEBUG] Calculated ride_time=49.25507706762256 for stop_idx=5, stops_count=10
[DEBUG] Calculated ride_time=44.439604621969984 for stop_idx=6, stops_count=9
[DEBUG] Calculated ride_time=43.0098325181539 for stop_idx=7, stops_count=8
[DEBUG] Calculated ride_time=42.893163114482505 for stop_idx=8, stops_count=7
[DEBUG] Calculated ride_time=39.592105281191934 for stop_idx=9, stops_count=6
[DEBUG] Calculated ride_time=36.32764961375905 for stop_idx=10, stops_count=5
[DEBUG] Calculated ride_time=34.14982074522639 for stop_idx=11, stops_count=4
[DEBUG] Calculated ride_time=23.155445175722235 for stop_idx=12, stops_count=3
[DEBUG] Calculated ride_time=14.668317967469966 for stop_idx=13, stops_count=2
[DEBUG] Calculated ride_time=51.62506730690809 for stop_idx=1, stops_count=18
[DEBUG] Calculated ride_time=49.64168744449442 for stop_idx=2, stops_count=17
[DEBUG] Calculated ride_time=47.736087184528344 for stop_idx=3, stops_count=16
[DEBUG] Calculated ride_time=42.33498008515271 for stop_idx=4, stops_count=15
[DEBUG] Calculated ride_time=37.530945816330664 for stop_idx=5, stops_count=14
[DEBUG] Calculated ride_time=36.04627046372804 for stop_idx=6, stops_count=13
[DEBUG] Calculated ride_time=28.378116716541626 for stop_idx=7, stops_count=12
[DEBUG] Calculated ride_time=26.024139924818826 for stop_idx=8, stops_count=11
[DEBUG] Calculated ride_time=24.00415789654746 for stop_idx=9, stops_count=10
[DEBUG] Calculated ride_time=21.837767204845335 for stop_idx=10, stops_count=9
[DEBUG] Calculated ride_time=21.325336882837647 for stop_idx=11, stops_count=8
[DEBUG] Calculated ride_time=20.47662416201242 for stop_idx=12, stops_count=7
[DEBUG] Calculated ride_time=14.73465939308703 for stop_idx=13, stops_count=6
[DEBUG] Calculated ride_time=12.943440901426241 for stop_idx=14, stops_count=5
[DEBUG] Calculated ride_time=9.258060326629902 for stop_idx=15, stops_count=4
[DEBUG] Calculated ride_time=7.649852664257573 for stop_idx=16, stops_count=3
[DEBUG] Calculated ride_time=4.570695461479255 for stop_idx=17, stops_count=2
[DEBUG] Calculated ride_time=57.98926889541425 for stop_idx=1, stops_count=11
[DEBUG] Calculated ride_time=56.20262567448567 for stop_idx=2, stops_count=10
[DEBUG] Calculated ride_time=49.46553952130429 for stop_idx=3, stops_count=9
[DEBUG] Calculated ride_time=29.078133138569978 for stop_idx=4, stops_count=8
[DEBUG] Calculated ride_time=26.36957286510079 for stop_idx=5, stops_count=7
[DEBUG] Calculated ride_time=21.007355566948952 for stop_idx=6, stops_count=6
[DEBUG] Calculated ride_time=14.27484468449978 for stop_idx=7, stops_count=5
[DEBUG] Calculated ride_time=8.84628596073087 for stop_idx=8, stops_count=4
[DEBUG] Calculated ride_time=7.992997969173433 for stop_idx=9, stops_count=3
[DEBUG] Calculated ride_time=5.092276324951363 for stop_idx=10, stops_count=2
[DEBUG] Calculated ride_time=55.516335064653944 for stop_idx=1, stops_count=10
[DEBUG] Calculated ride_time=37.73454536391408 for stop_idx=2, stops_count=9
[DEBUG] Calculated ride_time=36.5472626089052 for stop_idx=3, stops_count=8
[DEBUG] Calculated ride_time=26.255191096795507 for stop_idx=4, stops_count=7
[DEBUG] Calculated ride_time=23.6999023928554 for stop_idx=5, stops_count=6
[DEBUG] Calculated ride_time=11.005813746334685 for stop_idx=6, stops_count=5
[DEBUG] Calculated ride_time=8.837135419266449 for stop_idx=7, stops_count=4
[DEBUG] Calculated ride_time=5.003058545673239 for stop_idx=8, stops_count=3
[DEBUG] Calculated ride_time=3.74257145894898 for stop_idx=9, stops_count=2
[DEBUG] Calculated ride_time=51.96134970572563 for stop_idx=1, stops_count=14
[DEBUG] Calculated ride_time=47.9213856491829 for stop_idx=2, stops_count=13
[DEBUG] Calculated ride_time=40.71990951668206 for stop_idx=3, stops_count=12
[DEBUG] Calculated ride_time=38.09141648102657 for stop_idx=4, stops_count=11
[DEBUG] Calculated ride_time=36.76458796868525 for stop_idx=5, stops_count=10
[DEBUG] Calculated ride_time=36.12405006617564 for stop_idx=6, stops_count=9
[DEBUG] Calculated ride_time=33.21646551585525 for stop_idx=7, stops_count=8
[DEBUG] Calculated ride_time=29.972598566717323 for stop_idx=8, stops_count=7
[DEBUG] Calculated ride_time=25.612365558919794 for stop_idx=9, stops_count=6
[DEBUG] Calculated ride_time=21.140038418183085 for stop_idx=10, stops_count=5
[DEBUG] Calculated ride_time=18.566448631314135 for stop_idx=11, stops_count=4
[DEBUG] Calculated ride_time=9.102501121734715 for stop_idx=12, stops_count=3
[DEBUG] Calculated ride_time=5.421695817670589 for stop_idx=13, stops_count=2
[DEBUG] Calculated ride_time=52.19011324233621 for stop_idx=1, stops_count=13
[DEBUG] Calculated ride_time=49.37632174202616 for stop_idx=2, stops_count=12
[DEBUG] Calculated ride_time=45.6062986586839 for stop_idx=3, stops_count=11
[DEBUG] Calculated ride_time=33.07920739388891 for stop_idx=4, stops_count=10
[DEBUG] Calculated ride_time=32.34716407673507 for stop_idx=5, stops_count=9
[DEBUG] Calculated ride_time=26.449640102914493 for stop_idx=6, stops_count=8
[DEBUG] Calculated ride_time=25.246343900342875 for stop_idx=7, stops_count=7
[DEBUG] Calculated ride_time=23.70447766358761 for stop_idx=8, stops_count=6
[DEBUG] Calculated ride_time=19.573008192400657 for stop_idx=9, stops_count=5
[DEBUG] Calculated ride_time=15.85102545174663 for stop_idx=10, stops_count=4
[DEBUG] Calculated ride_time=14.400664629635592 for stop_idx=11, stops_count=3
[DEBUG] Calculated ride_time=6.1651773116549515 for stop_idx=12, stops_count=2
[DEBUG] Calculated ride_time=49.25736470298866 for stop_idx=1, stops_count=16
[DEBUG] Calculated ride_time=46.85534756857764 for stop_idx=2, stops_count=15
[DEBUG] Calculated ride_time=44.293195958539215 for stop_idx=3, stops_count=14
[DEBUG] Calculated ride_time=40.87546872157725 for stop_idx=4, stops_count=13
[DEBUG] Calculated ride_time=38.34763164203041 for stop_idx=5, stops_count=12
[DEBUG] Calculated ride_time=35.552141224649205 for stop_idx=6, stops_count=11
[DEBUG] Calculated ride_time=34.1543960159586 for stop_idx=7, stops_count=10
[DEBUG] Calculated ride_time=29.86965497524256 for stop_idx=8, stops_count=9
[DEBUG] Calculated ride_time=25.52314777964167 for stop_idx=9, stops_count=8
[DEBUG] Calculated ride_time=22.777985340314792 for stop_idx=10, stops_count=7
[DEBUG] Calculated ride_time=20.12432831563214 for stop_idx=11, stops_count=6
[DEBUG] Calculated ride_time=15.663439351725959 for stop_idx=12, stops_count=5
[DEBUG] Calculated ride_time=12.69180101115461 for stop_idx=13, stops_count=4
[DEBUG] Calculated ride_time=10.486520518228684 for stop_idx=14, stops_count=3
