[DEBUG] Building metrics for mode B: sol has 15 routes
[DEBUG] Calculated ride_time=59.92232077977359 for stop_idx=1, stops_count=17
[DEBUG] Calculated ride_time=59.43047917606085 for stop_idx=2, stops_count=16
[DEBUG] Calculated ride_time=58.30953784666904 for stop_idx=3, stops_count=15
[DEBUG] Calculated ride_time=54.711087415784725 for stop_idx=4, stops_count=14
[DEBUG] Calculated ride_time=47.072672928357676 for stop_idx=5, stops_count=13
[DEBUG] Calculated ride_time=45.73440623918582 for stop_idx=6, stops_count=12
[DEBUG] Calculated ride_time=33.79752489884611 for stop_idx=7, stops_count=11
[DEBUG] Calculated ride_time=31.79126868277138 for stop_idx=8, stops_count=10
[DEBUG] Calculated ride_time=26.891153728572895 for stop_idx=9, stops_count=9
[DEBUG] Calculated ride_time=25.12052395520706 for stop_idx=10, stops_count=8
[DEBUG] Calculated ride_time=23.116555374498436 for stop_idx=11, stops_count=7
[DEBUG] Calculated ride_time=12.755854801405569 for stop_idx=12, stops_count=6
[DEBUG] Calculated ride_time=12.222835761102933 for stop_idx=13, stops_count=5
[DEBUG] Calculated ride_time=10.978362121941416 for stop_idx=14, stops_count=4
[DEBUG] Calculated ride_time=3.717407469921817 for stop_idx=15, stops_count=3
[DEBUG] Calculated ride_time=3.4817810272129264 for stop_idx=16, stops_count=2
[DEBUG] Calculated ride_time=62.22139432270984 for stop_idx=1, stops_count=23
[DEBUG] Calculated ride_time=60.90142871646683 for stop_idx=2, stops_count=22
[DEBUG] Calculated ride_time=57.758217723437554 for stop_idx=3, stops_count=21
[DEBUG] Calculated ride_time=57.36474444046737 for stop_idx=4, stops_count=20
[DEBUG] Calculated ride_time=55.43169255610802 for stop_idx=5, stops_count=19
[DEBUG] Calculated ride_time=51.85383084351865 for stop_idx=6, stops_count=18
[DEBUG] Calculated ride_time=43.483373038937785 for stop_idx=7, stops_count=17
[DEBUG] Calculated ride_time=42.64381085957698 for stop_idx=8, stops_count=16
[DEBUG] Calculated ride_time=40.75879931790585 for stop_idx=9, stops_count=15
[DEBUG] Calculated ride_time=38.23324987372512 for stop_idx=10, stops_count=14
[DEBUG] Calculated ride_time=35.6299208270968 for stop_idx=11, stops_count=13
[DEBUG] Calculated ride_time=34.902452780675176 for stop_idx=12, stops_count=12
[DEBUG] Calculated ride_time=32.98083907314636 for stop_idx=13, stops_count=11
[DEBUG] Calculated ride_time=28.023533234795238 for stop_idx=14, stops_count=10
[DEBUG] Calculated ride_time=24.87345933566764 for stop_idx=15, stops_count=9
[DEBUG] Calculated ride_time=24.74763939053183 for stop_idx=16, stops_count=8
[DEBUG] Calculated ride_time=21.613578938966974 for stop_idx=17, stops_count=7
[DEBUG] Calculated ride_time=19.257314511878064 for stop_idx=18, stops_count=6
[DEBUG] Calculated ride_time=16.82098284697546 for stop_idx=19, stops_count=5
[DEBUG] Calculated ride_time=16.173582038367535 for stop_idx=20, stops_count=4
[DEBUG] Calculated ride_time=8.898901574151303 for stop_idx=21, stops_count=3
[DEBUG] Calculated ride_time=4.785733185893195 for stop_idx=22, stops_count=2
[DEBUG] Calculated ride_time=59.245180711406285 for stop_idx=1, stops_count=18
[DEBUG] Calculated ride_time=58.691572952808706 for stop_idx=2, stops_count=17
[DEBUG] Calculated ride_time=55.5803888549049 for stop_idx=3, stops_count=16
[DEBUG] Calculated ride_time=48.83643979562519 for stop_idx=4, stops_count=15
[DEBUG] Calculated ride_time=46.07755154410169 for stop_idx=5, stops_count=14
[DEBUG] Calculated ride_time=44.77131175005531 for stop_idx=6, stops_count=13
[DEBUG] Calculated ride_time=41.07906826916066 for stop_idx=7, stops_count=12
[DEBUG] Calculated ride_time=37.70023083342249 for stop_idx=8, stops_count=11
[DEBUG] Calculated ride_time=35.64593427465954 for stop_idx=9, stops_count=10
[DEBUG] Calculated ride_time=34.57303328795595 for stop_idx=10, stops_count=9
[DEBUG] Calculated ride_time=31.482437908347105 for stop_idx=11, stops_count=8
[DEBUG] Calculated ride_time=30.382085297250246 for stop_idx=12, stops_count=7
[DEBUG] Calculated ride_time=29.883380787439197 for stop_idx=13, stops_count=6
[DEBUG] Calculated ride_time=26.195712577276755 for stop_idx=14, stops_count=5
[DEBUG] Calculated ride_time=22.780272975680894 for stop_idx=15, stops_count=4
[DEBUG] Calculated ride_time=14.34347374548295 for stop_idx=16, stops_count=3
[DEBUG] Calculated ride_time=5.421695817670589 for stop_idx=17, stops_count=2
[DEBUG] Calculated ride_time=68.35225710387321 for stop_idx=1, stops_count=12
[DEBUG] Calculated ride_time=55.85261746347149 for stop_idx=2, stops_count=11
[DEBUG] Calculated ride_time=50.88616108365594 for stop_idx=3, stops_count=10
[DEBUG] Calculated ride_time=47.88478348332522 for stop_idx=4, stops_count=9
[DEBUG] Calculated ride_time=37.71853191635134 for stop_idx=5, stops_count=8
[DEBUG] Calculated ride_time=26.614349849274106 for stop_idx=6, stops_count=7
[DEBUG] Calculated ride_time=24.036184791672945 for stop_idx=7, stops_count=6
[DEBUG] Calculated ride_time=22.63843958298234 for stop_idx=8, stops_count=5
[DEBUG] Calculated ride_time=12.925139818497396 for stop_idx=9, stops_count=4
[DEBUG] Calculated ride_time=10.111348318187343 for stop_idx=10, stops_count=3
[DEBUG] Calculated ride_time=6.341325234845094 for stop_idx=11, stops_count=2
[DEBUG] Calculated ride_time=58.74190093086301 for stop_idx=1, stops_count=19
[DEBUG] Calculated ride_time=51.2315940239379 for stop_idx=2, stops_count=18
[DEBUG] Calculated ride_time=46.97201697224902 for stop_idx=3, stops_count=17
[DEBUG] Calculated ride_time=43.282061126720464 for stop_idx=4, stops_count=16
[DEBUG] Calculated ride_time=41.51829425945296 for stop_idx=5, stops_count=15
[DEBUG] Calculated ride_time=32.9167852828954 for stop_idx=6, stops_count=14
[DEBUG] Calculated ride_time=28.567990451928402 for stop_idx=7, stops_count=13
[DEBUG] Calculated ride_time=25.726747327225084 for stop_idx=8, stops_count=12
[DEBUG] Calculated ride_time=25.580338663794315 for stop_idx=9, stops_count=11
