[DEBUG] Building metrics for mode B: sol has 9 routes
[DEBUG] Calculated ride_time=58.757914378425774 for stop_idx=1, stops_count=12
[DEBUG] Calculated ride_time=52.65679085702178 for stop_idx=2, stops_count=11
[DEBUG] Calculated ride_time=47.26483429911056 for stop_idx=3, stops_count=10
[DEBUG] Calculated ride_time=44.807913915913005 for stop_idx=4, stops_count=9
[DEBUG] Calculated ride_time=40.244081360532064 for stop_idx=5, stops_count=8
[DEBUG] Calculated ride_time=37.41656404802538 for stop_idx=6, stops_count=7
[DEBUG] Calculated ride_time=34.34198211597927 for stop_idx=7, stops_count=6
[DEBUG] Calculated ride_time=21.252132551122266 for stop_idx=8, stops_count=5
[DEBUG] Calculated ride_time=13.792153622251467 for stop_idx=9, stops_count=4
[DEBUG] Calculated ride_time=8.640398777781355 for stop_idx=10, stops_count=3
[DEBUG] Calculated ride_time=7.0893819995616685 for stop_idx=11, stops_count=2
[DEBUG] Calculated ride_time=59.535710402901714 for stop_idx=1, stops_count=12
[DEBUG] Calculated ride_time=58.4147690735099 for stop_idx=2, stops_count=11
[DEBUG] Calculated ride_time=44.91085750738776 for stop_idx=3, stops_count=10
[DEBUG] Calculated ride_time=44.16051310730508 for stop_idx=4, stops_count=9
[DEBUG] Calculated ride_time=39.04536042869266 for stop_idx=5, stops_count=8
[DEBUG] Calculated ride_time=37.965596535890754 for stop_idx=6, stops_count=7
[DEBUG] Calculated ride_time=27.682675565245482 for stop_idx=7, stops_count=6
[DEBUG] Calculated ride_time=17.335700804349248 for stop_idx=8, stops_count=5
[DEBUG] Calculated ride_time=15.663439351725957 for stop_idx=9, stops_count=4
[DEBUG] Calculated ride_time=5.33476567375857 for stop_idx=10, stops_count=3
[DEBUG] Calculated ride_time=4.154345824848011 for stop_idx=11, stops_count=2
[DEBUG] Calculated ride_time=59.231454899209645 for stop_idx=1, stops_count=18
[DEBUG] Calculated ride_time=58.31640075276736 for stop_idx=2, stops_count=17
[DEBUG] Calculated ride_time=56.09510681227869 for stop_idx=3, stops_count=16
[DEBUG] Calculated ride_time=53.53066756687416 for stop_idx=4, stops_count=15
[DEBUG] Calculated ride_time=49.36945883592783 for stop_idx=5, stops_count=14
[DEBUG] Calculated ride_time=45.99062140018966 for stop_idx=6, stops_count=13
[DEBUG] Calculated ride_time=44.492220235390405 for stop_idx=7, stops_count=12
[DEBUG] Calculated ride_time=39.03849752259434 for stop_idx=8, stops_count=11
[DEBUG] Calculated ride_time=32.857306763376656 for stop_idx=9, stops_count=10
[DEBUG] Calculated ride_time=29.95658511915458 for stop_idx=10, stops_count=9
[DEBUG] Calculated ride_time=26.275779815090456 for stop_idx=11, stops_count=8
[DEBUG] Calculated ride_time=21.307035799908803 for stop_idx=12, stops_count=7
[DEBUG] Calculated ride_time=18.664816952056682 for stop_idx=13, stops_count=6
[DEBUG] Calculated ride_time=17.639956308041313 for stop_idx=14, stops_count=5
[DEBUG] Calculated ride_time=15.212775184603128 for stop_idx=15, stops_count=4
[DEBUG] Calculated ride_time=6.199491842146538 for stop_idx=16, stops_count=3
[DEBUG] Calculated ride_time=5.746540039657603 for stop_idx=17, stops_count=2
[DEBUG] Calculated ride_time=59.5677372980272 for stop_idx=1, stops_count=17
[DEBUG] Calculated ride_time=56.74937052698493 for stop_idx=2, stops_count=16
[DEBUG] Calculated ride_time=54.52807658649627 for stop_idx=3, stops_count=15
[DEBUG] Calculated ride_time=53.15092009610062 for stop_idx=4, stops_count=14
[DEBUG] Calculated ride_time=50.302814065298975 for stop_idx=5, stops_count=13
[DEBUG] Calculated ride_time=46.81874540271994 for stop_idx=6, stops_count=12
[DEBUG] Calculated ride_time=46.58311896001105 for stop_idx=7, stops_count=11
[DEBUG] Calculated ride_time=45.71152988552477 for stop_idx=8, stops_count=10
[DEBUG] Calculated ride_time=44.56771220247191 for stop_idx=9, stops_count=9
[DEBUG] Calculated ride_time=40.335586775176296 for stop_idx=10, stops_count=8
[DEBUG] Calculated ride_time=38.87836304696694 for stop_idx=11, stops_count=7
[DEBUG] Calculated ride_time=32.58736579017618 for stop_idx=12, stops_count=6
[DEBUG] Calculated ride_time=21.0256566498778 for stop_idx=13, stops_count=5
[DEBUG] Calculated ride_time=17.747475170248283 for stop_idx=14, stops_count=4
[DEBUG] Calculated ride_time=8.82569724243592 for stop_idx=15, stops_count=3
[DEBUG] Calculated ride_time=7.299844453243396 for stop_idx=16, stops_count=2
[DEBUG] Calculated ride_time=59.97036112246181 for stop_idx=1, stops_count=11
[DEBUG] Calculated ride_time=55.38365221341981 for stop_idx=2, stops_count=10
[DEBUG] Calculated ride_time=53.12804374243956 for stop_idx=3, stops_count=9
[DEBUG] Calculated ride_time=51.23616929467012 for stop_idx=4, stops_count=8
[DEBUG] Calculated ride_time=46.489325910000716 for stop_idx=5, stops_count=7
[DEBUG] Calculated ride_time=38.07769066882993 for stop_idx=6, stops_count=6
[DEBUG] Calculated ride_time=34.955068394095605 for stop_idx=7, stops_count=5
[DEBUG] Calculated ride_time=26.733306888311603 for stop_idx=8, stops_count=4
[DEBUG] Calculated ride_time=21.558675690180433 for stop_idx=9, stops_count=3
[DEBUG] Calculated ride_time=5.499475420118184 for stop_idx=10, stops_count=2
[DEBUG] Calculated ride_time=71.51605681519746 for stop_idx=1, stops_count=14
[DEBUG] Calculated ride_time=63.62600243749878 for stop_idx=2, stops_count=13
[DEBUG] Calculated ride_time=57.474550938040444 for stop_idx=3, stops_count=12
[DEBUG] Calculated ride_time=51.12178752636482 for stop_idx=4, stops_count=11
[DEBUG] Calculated ride_time=50.50183834215017 for stop_idx=5, stops_count=10
[DEBUG] Calculated ride_time=45.368384580608904 for stop_idx=6, stops_count=9
[DEBUG] Calculated ride_time=42.376157521742606 for stop_idx=7, stops_count=8
[DEBUG] Calculated ride_time=28.904272850745944 for stop_idx=8, stops_count=7
[DEBUG] Calculated ride_time=27.07873982859357 for stop_idx=9, stops_count=6
[DEBUG] Calculated ride_time=22.050517293893165 for stop_idx=10, stops_count=5
[DEBUG] Calculated ride_time=21.009643202315058 for stop_idx=11, stops_count=4
[DEBUG] Calculated ride_time=15.487291428535817 for stop_idx=12, stops_count=3
[DEBUG] Calculated ride_time=2.8824205612932245 for stop_idx=13, stops_count=2
[DEBUG] Calculated ride_time=59.94290949806854 for stop_idx=1, stops_count=12
[DEBUG] Calculated ride_time=54.358791569404445 for stop_idx=2, stops_count=11
[DEBUG] Calculated ride_time=52.17409979477347 for stop_idx=3, stops_count=10
[DEBUG] Calculated ride_time=46.356643058766586 for stop_idx=4, stops_count=9
[DEBUG] Calculated ride_time=36.72341053209534 for stop_idx=5, stops_count=8
[DEBUG] Calculated ride_time=32.89848419996656 for stop_idx=6, stops_count=7
[DEBUG] Calculated ride_time=30.189923926497368 for stop_idx=7, stops_count=6
[DEBUG] Calculated ride_time=28.275173125066868 for stop_idx=8, stops_count=5
[DEBUG] Calculated ride_time=24.280961775846258 for stop_idx=9, stops_count=4
[DEBUG] Calculated ride_time=19.474639871658113 for stop_idx=10, stops_count=3
[DEBUG] Calculated ride_time=14.277132319865885 for stop_idx=11, stops_count=2
[DEBUG] Calculated ride_time=67.16497434886433 for stop_idx=1, stops_count=16
[DEBUG] Calculated ride_time=56.54119570866931 for stop_idx=2, stops_count=15
[DEBUG] Calculated ride_time=52.293056833810965 for stop_idx=3, stops_count=14
[DEBUG] Calculated ride_time=48.987423729788176 for stop_idx=4, stops_count=13
[DEBUG] Calculated ride_time=43.35297782306976 for stop_idx=5, stops_count=12
[DEBUG] Calculated ride_time=37.24041612483524 for stop_idx=6, stops_count=11
[DEBUG] Calculated ride_time=30.960857044875 for stop_idx=7, stops_count=10
[DEBUG] Calculated ride_time=26.696704722453912 for stop_idx=8, stops_count=9
[DEBUG] Calculated ride_time=23.908077211171022 for stop_idx=9, stops_count=8
[DEBUG] Calculated ride_time=21.57240150237707 for stop_idx=10, stops_count=7
[DEBUG] Calculated ride_time=15.489579063901921 for stop_idx=11, stops_count=6
[DEBUG] Calculated ride_time=13.81274234054642 for stop_idx=12, stops_count=5
[DEBUG] Calculated ride_time=6.686758175127059 for stop_idx=13, stops_count=4
[DEBUG] Calculated ride_time=4.2252625211972905 for stop_idx=14, stops_count=3
[DEBUG] Calculated ride_time=3.7837488955388836 for stop_idx=15, stops_count=2
[DEBUG] Calculated ride_time=59.62264054681374 for stop_idx=1, stops_count=18
[DEBUG] Calculated ride_time=55.23038064389073 for stop_idx=2, stops_count=17
[DEBUG] Calculated ride_time=52.83065114484582 for stop_idx=3, stops_count=16
[DEBUG] Calculated ride_time=47.13443908324254 for stop_idx=4, stops_count=15
[DEBUG] Calculated ride_time=44.40757772684451 for stop_idx=5, stops_count=14
[DEBUG] Calculated ride_time=40.930371970363794 for stop_idx=6, stops_count=13
[DEBUG] Calculated ride_time=33.04260522803122 for stop_idx=7, stops_count=12
[DEBUG] Calculated ride_time=28.904272850745947 for stop_idx=8, stops_count=11
[DEBUG] Calculated ride_time=27.90686383112385 for stop_idx=9, stops_count=10
[DEBUG] Calculated ride_time=26.49081753950439 for stop_idx=10, stops_count=9
[DEBUG] Calculated ride_time=19.56614528630234 for stop_idx=11, stops_count=8
[DEBUG] Calculated ride_time=14.263406507669249 for stop_idx=12, stops_count=7
[DEBUG] Calculated ride_time=11.751582875685155 for stop_idx=13, stops_count=6
[DEBUG] Calculated ride_time=8.663275131442415 for stop_idx=14, stops_count=5
[DEBUG] Calculated ride_time=6.215505289709278 for stop_idx=15, stops_count=4
[DEBUG] Calculated ride_time=4.81547244565257 for stop_idx=16, stops_count=3
[DEBUG] Calculated ride_time=4.078853857766523 for stop_idx=17, stops_count=2
