[DEBUG] Building metrics for mode B: sol has 15 routes
[DEBUG] Calculated ride_time=59.04386879918898 for stop_idx=1, stops_count=13
[DEBUG] Calculated ride_time=56.18661222692292 for stop_idx=2, stops_count=12
[DEBUG] Calculated ride_time=39.292425048232076 for stop_idx=3, stops_count=11
[DEBUG] Calculated ride_time=37.95415835906022 for stop_idx=4, stops_count=10
[DEBUG] Calculated ride_time=34.87500115628191 for stop_idx=5, stops_count=9
[DEBUG] Calculated ride_time=34.33283157451485 for stop_idx=6, stops_count=8
[DEBUG] Calculated ride_time=26.78134723099982 for stop_idx=7, stops_count=7
[DEBUG] Calculated ride_time=25.223467546681817 for stop_idx=8, stops_count=6
[DEBUG] Calculated ride_time=20.655059720568666 for stop_idx=9, stops_count=5
[DEBUG] Calculated ride_time=20.007658911960746 for stop_idx=10, stops_count=4
[DEBUG] Calculated ride_time=6.732510882449175 for stop_idx=11, stops_count=3
[DEBUG] Calculated ride_time=3.872966674817007 for stop_idx=12, stops_count=2
[DEBUG] Calculated ride_time=58.72131221256808 for stop_idx=1, stops_count=22
[DEBUG] Calculated ride_time=57.99384416614645 for stop_idx=2, stops_count=21
[DEBUG] Calculated ride_time=56.07223045861764 for stop_idx=3, stops_count=20
[DEBUG] Calculated ride_time=51.114924620266514 for stop_idx=4, stops_count=19
[DEBUG] Calculated ride_time=47.96485072113891 for stop_idx=5, stops_count=18
[DEBUG] Calculated ride_time=47.704060289402854 for stop_idx=6, stops_count=17
[DEBUG] Calculated ride_time=45.95173159896587 for stop_idx=7, stops_count=16
[DEBUG] Calculated ride_time=42.57289416322771 for stop_idx=8, stops_count=15
[DEBUG] Calculated ride_time=40.70847133985153 for stop_idx=9, stops_count=14
[DEBUG] Calculated ride_time=39.0201964396655 for stop_idx=10, stops_count=13
[DEBUG] Calculated ride_time=38.86463723477031 for stop_idx=11, stops_count=12
[DEBUG] Calculated ride_time=36.279609271070825 for stop_idx=12, stops_count=11
[DEBUG] Calculated ride_time=32.328862993806226 for stop_idx=13, stops_count=10
[DEBUG] Calculated ride_time=28.227132782378646 for stop_idx=14, stops_count=9
[DEBUG] Calculated ride_time=26.70127999318612 for stop_idx=15, stops_count=8
[DEBUG] Calculated ride_time=26.259766367527714 for stop_idx=16, stops_count=7
[DEBUG] Calculated ride_time=23.606109342845063 for stop_idx=17, stops_count=6
[DEBUG] Calculated ride_time=19.145220378938884 for stop_idx=18, stops_count=5
[DEBUG] Calculated ride_time=16.820982846975458 for stop_idx=19, stops_count=4
[DEBUG] Calculated ride_time=16.274237994476188 for stop_idx=20, stops_count=3
[DEBUG] Calculated ride_time=8.898901574151303 for stop_idx=21, stops_count=2
[DEBUG] Calculated ride_time=59.50368350777623 for stop_idx=1, stops_count=21
[DEBUG] Calculated ride_time=57.803970430759676 for stop_idx=2, stops_count=20
[DEBUG] Calculated ride_time=57.30984119168084 for stop_idx=3, stops_count=19
[DEBUG] Calculated ride_time=51.71657272155232 for stop_idx=4, stops_count=18
[DEBUG] Calculated ride_time=51.35970160443982 for stop_idx=5, stops_count=17
[DEBUG] Calculated ride_time=49.76750738963024 for stop_idx=6, stops_count=16
[DEBUG] Calculated ride_time=48.68545586146222 for stop_idx=7, stops_count=15
[DEBUG] Calculated ride_time=45.549107774531265 for stop_idx=8, stops_count=14
[DEBUG] Calculated ride_time=44.90399460128945 for stop_idx=9, stops_count=13
[DEBUG] Calculated ride_time=42.80394533520438 for stop_idx=10, stops_count=12
[DEBUG] Calculated ride_time=41.875165376565455 for stop_idx=11, stops_count=11
[DEBUG] Calculated ride_time=40.96239886548927 for stop_idx=12, stops_count=10
[DEBUG] Calculated ride_time=37.862652944416 for stop_idx=13, stops_count=9
